,age,workclass,fnlwgt,education,education.num,marital.status,occupation_category,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
23245,young adult,Private,188923,Some-college,10,Never-married,Service,Sales,Own-child,White,Female,0,0,55,United-States,0
23246,adult,Private,114797,HS-grad,9,Married-civ-spouse,Blue Collar,Machine-op-inspct,Wife,Black,Female,0,0,36,United-States,0
23247,adult,Private,245215,Doctorate,16,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
23248,young adult,Self-emp-not-inc,36270,HS-grad,9,Divorced,Blue Collar,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,0
23249,late adulthood,Self-emp-not-inc,107138,Some-college,10,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,40,United-States,0
23250,young adult,Private,77820,Some-college,10,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,60,United-States,0
23251,young,Private,39477,Some-college,10,Never-married,Blue Collar,Farming-fishing,Not-in-family,White,Female,0,0,40,United-States,0
23252,young adult,Private,359759,HS-grad,9,Never-married,Blue Collar,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,0
23253,young,?,249147,HS-grad,9,Never-married,,Other,Own-child,White,Male,0,0,30,United-States,0
23254,young,Private,44797,Some-college,10,Never-married,Blue Collar,Farming-fishing,Not-in-family,White,Female,0,0,15,United-States,0
23255,young adult,Private,164488,Some-college,10,Never-married,Blue Collar,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
23256,adult,Private,48413,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,40,United-States,0
23257,young adult,Self-emp-not-inc,36592,HS-grad,9,Married-civ-spouse,Blue Collar,Farming-fishing,Husband,White,Male,0,0,91,United-States,0
23258,young adult,Private,280923,7th-8th,4,Married-civ-spouse,Blue Collar,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,0
23259,young adult,Federal-gov,29617,Some-college,10,Divorced,Service,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0
23260,young adult,Private,189240,Some-college,10,Divorced,Service,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
23261,young,?,37932,HS-grad,9,Never-married,,Other,Not-in-family,White,Male,0,0,40,United-States,0
23262,young adult,Private,181705,11th,7,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,0,40,United-States,0
23263,young adult,Private,147548,HS-grad,9,Married-civ-spouse,Blue Collar,Machine-op-inspct,Husband,White,Male,0,0,85,United-States,0
23264,adult,Self-emp-not-inc,306784,HS-grad,9,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,30,United-States,0
23265,adult,?,260953,Masters,14,Married-civ-spouse,,Other,Husband,White,Male,0,0,40,United-States,0
23266,young adult,Private,230229,5th-6th,3,Never-married,Blue Collar,Machine-op-inspct,Other-relative,White,Male,0,0,40,Mexico,0
23267,late adulthood,Private,301108,11th,7,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,22,United-States,0
23268,young adult,Private,263081,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,Black,Male,0,0,60,United-States,1
23269,young adult,Self-emp-not-inc,37741,Bachelors,13,Married-civ-spouse,White Collar,Exec-managerial,Wife,White,Female,0,0,40,United-States,0
23270,adult,Private,150076,HS-grad,9,Never-married,Service,Other-service,Not-in-family,White,Male,0,0,30,United-States,0
23271,adult,Self-emp-not-inc,148254,HS-grad,9,Divorced,Blue Collar,Farming-fishing,Not-in-family,White,Female,0,0,28,United-States,0
23272,adult,Private,183611,1st-4th,2,Married-civ-spouse,Blue Collar,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
23273,young adult,Private,258768,Bachelors,13,Never-married,Blue Collar,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,0
23274,young adult,Private,287658,Some-college,10,Never-married,White Collar,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States,0
23275,adult,Private,95946,Bachelors,13,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
23276,adult,Private,31267,7th-8th,4,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,40,United-States,0
23277,young adult,Private,250135,Some-college,10,Divorced,White Collar,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
23278,young adult,Private,176073,Some-college,10,Divorced,Blue Collar,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
23279,late adulthood,Private,23580,Bachelors,13,Divorced,White Collar,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
23280,young adult,Private,163665,Bachelors,13,Never-married,Service,Other-service,Own-child,White,Female,0,0,40,United-States,0
23281,young adult,Federal-gov,43953,Assoc-acdm,12,Never-married,White Collar,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
23282,young adult,Private,144860,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,65,United-States,0
23283,adult,Self-emp-not-inc,61474,HS-grad,9,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,55,United-States,1
23284,adult,Private,225660,Bachelors,13,Married-civ-spouse,White Collar,Exec-managerial,Wife,White,Female,0,0,45,United-States,1
23285,adult,Private,336891,Some-college,10,Divorced,White Collar,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,0
23286,young adult,Self-emp-not-inc,210164,HS-grad,9,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
23287,young,Private,171080,12th,8,Never-married,Blue Collar,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,0
23288,adult,Private,143342,Some-college,10,Divorced,Blue Collar,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
23289,young adult,Private,281627,Masters,14,Never-married,White Collar,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
23290,young adult,Private,157262,Masters,14,Never-married,White Collar,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,0
23291,young adult,Private,144949,Bachelors,13,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
23292,young adult,Private,104293,Bachelors,13,Never-married,White Collar,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
23293,young adult,Private,195481,HS-grad,9,Married-civ-spouse,White Collar,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,0
23294,adult,Private,193995,HS-grad,9,Married-civ-spouse,Service,Other-service,Husband,White,Male,0,0,30,United-States,0
23295,late adulthood,Private,105216,Some-college,10,Widowed,White Collar,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,0
23296,adult,Private,147206,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,40,United-States,1
23297,young,Private,173585,HS-grad,9,Never-married,Service,Sales,Own-child,Black,Female,0,0,18,United-States,0
23298,young adult,Private,248919,11th,7,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,40,Guatemala,0
23299,adult,Private,280410,HS-grad,9,Married-civ-spouse,Service,Other-service,Husband,Black,Male,0,0,40,Haiti,0
23300,young adult,State-gov,170861,HS-grad,9,Separated,Service,Other-service,Own-child,White,Female,0,0,32,United-States,0
23301,young adult,Self-emp-not-inc,409230,1st-4th,2,Married-civ-spouse,Service,Sales,Other-relative,White,Male,0,0,40,United-States,0
23302,adult,Private,340171,HS-grad,9,Married-civ-spouse,Blue Collar,Transport-moving,Husband,Black,Male,0,0,40,United-States,0
23303,young adult,Private,41017,Some-college,10,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,52,United-States,1
23304,young adult,Private,416356,Some-college,10,Never-married,Blue Collar,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
23305,young adult,Private,261504,12th,8,Divorced,White Collar,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
23306,young adult,State-gov,205555,Prof-school,15,Divorced,White Collar,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,0
23307,adult,Private,245317,Some-college,10,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,56,United-States,1
23308,young adult,Private,153685,11th,7,Divorced,Blue Collar,Machine-op-inspct,Unmarried,Black,Female,0,0,52,United-States,0
23309,young,?,169758,Some-college,10,Never-married,,Other,Own-child,White,Male,0,0,40,United-States,0
23310,young adult,Private,99374,10th,6,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,0,55,United-States,0
23311,adult,Local-gov,139452,HS-grad,9,Divorced,White Collar,Adm-clerical,Not-in-family,White,Female,0,0,16,United-States,0
23312,adult,Private,227832,12th,8,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,40,United-States,0
23313,young,Self-emp-not-inc,213024,Some-college,10,Never-married,Blue Collar,Farming-fishing,Own-child,White,Male,0,0,30,United-States,0
23314,young adult,?,24008,Some-college,10,Never-married,,Other,Own-child,White,Male,0,0,72,United-States,0
23315,late adulthood,Self-emp-not-inc,33487,7th-8th,4,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,40,United-States,0
23316,young adult,Self-emp-inc,187934,HS-grad,9,Married-civ-spouse,Service,Other-service,Wife,White,Female,0,0,20,Poland,0
23317,young adult,Private,421561,11th,7,Married-civ-spouse,Service,Other-service,Other-relative,White,Male,0,0,25,United-States,0
23318,adult,Private,109969,11th,7,Divorced,Service,Other-service,Other-relative,White,Female,0,0,20,United-States,0
23319,young,Private,116830,HS-grad,9,Never-married,Blue Collar,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
23320,young adult,Private,106951,HS-grad,9,Never-married,Blue Collar,Handlers-cleaners,Not-in-family,White,Male,0,0,42,United-States,0
23321,young adult,Private,89625,Some-college,10,Married-civ-spouse,White Collar,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,5,United-States,1
23322,adult,Private,194537,HS-grad,9,Divorced,Blue Collar,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
23323,adult,Private,144002,HS-grad,9,Divorced,Blue Collar,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,0
23324,young adult,Private,202214,HS-grad,9,Never-married,Blue Collar,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
23325,adult,Private,109762,Some-college,10,Divorced,Blue Collar,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
23326,young adult,Private,292570,11th,7,Never-married,Blue Collar,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
23327,late adulthood,Private,94552,Some-college,10,Divorced,White Collar,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
23328,adult,Local-gov,46401,Bachelors,13,Divorced,White Collar,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,0
23329,young,Private,151150,10th,6,Never-married,Blue Collar,Farming-fishing,Own-child,White,Male,0,0,27,United-States,0
23330,young adult,Private,197689,HS-grad,9,Never-married,Service,Other-service,Not-in-family,Black,Female,0,0,38,United-States,0
23331,young adult,Self-emp-inc,180477,Some-college,10,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
23332,young,Private,181761,HS-grad,9,Never-married,White Collar,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
23333,young adult,Private,381153,HS-grad,9,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,0,40,United-States,0
23334,young adult,Private,165474,HS-grad,9,Married-civ-spouse,Service,Other-service,Husband,White,Male,0,0,39,United-States,0
23335,young adult,Federal-gov,190174,HS-grad,9,Divorced,White Collar,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
23336,young,Private,295991,10th,6,Never-married,White Collar,Adm-clerical,Own-child,White,Female,0,0,20,United-States,0
23337,adult,Without-pay,198262,HS-grad,9,Married-civ-spouse,White Collar,Adm-clerical,Wife,White,Female,0,0,30,United-States,0
23338,young adult,Private,190385,Masters,14,Never-married,White Collar,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1
23339,young adult,?,411560,HS-grad,9,Married-civ-spouse,,Other,Husband,Black,Male,0,0,40,United-States,0
23340,adult,Private,262116,Prof-school,15,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,48,United-States,0
23341,adult,Private,178922,9th,5,Never-married,Service,Other-service,Not-in-family,White,Female,0,0,15,United-States,0
23342,young adult,Self-emp-inc,209538,Bachelors,13,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,50,United-States,1
23343,young,Private,216086,11th,7,Never-married,Service,Other-service,Own-child,White,Female,0,0,30,United-States,0
23344,young adult,Private,636017,Some-college,10,Never-married,Service,Other-service,Own-child,Black,Male,0,0,40,United-States,0
23345,young adult,Private,155781,Some-college,10,Married-civ-spouse,Blue Collar,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
23346,young adult,Private,136873,Some-college,10,Never-married,Blue Collar,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
23347,adult,State-gov,122066,HS-grad,9,Married-civ-spouse,White Collar,Adm-clerical,Husband,White,Male,0,0,35,United-States,1
23348,young adult,State-gov,346406,Bachelors,13,Never-married,White Collar,Prof-specialty,Unmarried,White,Male,0,0,50,United-States,0
23349,adult,Private,117915,Masters,14,Never-married,White Collar,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
23350,adult,Private,19914,HS-grad,9,Married-civ-spouse,Service,Other-service,Wife,Asian-Pac-Islander,Female,0,0,50,Philippines,0
23351,adult,Private,255364,Some-college,10,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
23352,young adult,Private,703107,HS-grad,9,Never-married,Blue Collar,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,0
23353,young adult,Private,62374,HS-grad,9,Never-married,Blue Collar,Craft-repair,Not-in-family,White,Male,0,0,48,United-States,0
23354,young adult,Private,96245,HS-grad,9,Divorced,Blue Collar,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,0
23355,young adult,Private,348796,Bachelors,13,Divorced,Service,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
23356,young adult,Private,136873,Some-college,10,Never-married,White Collar,Prof-specialty,Own-child,White,Male,0,0,10,United-States,0
23357,young adult,Private,388252,Assoc-voc,11,Married-civ-spouse,White Collar,Adm-clerical,Husband,Black,Male,0,0,40,United-States,0
23358,young adult,Private,47783,Some-college,10,Divorced,Service,Other-service,Not-in-family,White,Female,0,0,30,United-States,0
23359,adult,Federal-gov,544792,Some-college,10,Married-civ-spouse,Blue Collar,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
23360,young adult,Private,434463,Bachelors,13,Never-married,Blue Collar,Machine-op-inspct,Not-in-family,White,Female,0,0,39,United-States,0
23361,late adulthood,Private,221603,Some-college,10,Widowed,Service,Sales,Not-in-family,White,Female,0,0,34,United-States,0
23362,young adult,Private,233711,HS-grad,9,Married-civ-spouse,Service,Other-service,Husband,White,Male,0,0,50,United-States,0
23363,young adult,Private,111567,HS-grad,9,Never-married,Blue Collar,Craft-repair,Own-child,White,Male,0,0,48,United-States,0
23364,adult,Private,79830,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,0
23365,young adult,Self-emp-not-inc,192259,Prof-school,15,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,35,United-States,1
23366,young adult,Private,239663,10th,6,Married-civ-spouse,Service,Other-service,Husband,White,Male,0,0,40,Mexico,0
23367,adult,Local-gov,34987,Bachelors,13,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,35,United-States,1
23368,young adult,Self-emp-not-inc,409189,7th-8th,4,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,40,Mexico,0
23369,adult,Private,135525,Assoc-acdm,12,Divorced,White Collar,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
23370,adult,Private,152159,Bachelors,13,Married-civ-spouse,Blue Collar,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,0
23371,young,Private,141363,Some-college,10,Never-married,Service,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
23372,young adult,Private,214816,Bachelors,13,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
23373,adult,Private,42907,HS-grad,9,Divorced,Blue Collar,Machine-op-inspct,Unmarried,White,Male,0,0,48,United-States,0
